epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,24243.9,1.23072,1.00167,1.34707,0.84081,0.74861,0.81791,0.47305,1.51462,0.98125,1.5417,0.0010315,0.0010315,0.0010315
180,24379.2,1.22442,0.99358,1.34416,0.8403,0.74817,0.81741,0.473,1.51466,0.98171,1.54137,0.00102325,0.00102325,0.00102325
181,24514.4,1.22316,0.98595,1.34032,0.84027,0.74802,0.81845,0.47311,1.51409,0.98118,1.5413,0.001015,0.001015,0.001015
182,24649.8,1.21971,0.9799,1.3306,0.84091,0.74738,0.81775,0.47327,1.5126,0.98026,1.54014,0.00100675,0.00100675,0.00100675
183,24785,1.23422,0.99769,1.34471,0.84221,0.74738,0.81842,0.47282,1.51357,0.97835,1.54145,0.0009985,0.0009985,0.0009985
184,24920.2,1.2265,0.97601,1.34048,0.84295,0.74861,0.81767,0.4732,1.51253,0.97745,1.54013,0.00099025,0.00099025,0.00099025
185,25055.3,1.22002,0.98494,1.33697,0.84309,0.74861,0.81749,0.47387,1.51205,0.97626,1.53939,0.000982,0.000982,0.000982
186,25190.6,1.22032,0.9711,1.33591,0.84563,0.7511,0.82015,0.4733,1.51149,0.97508,1.53896,0.00097375,0.00097375,0.00097375
187,25325.6,1.2159,0.96756,1.32517,0.84632,0.7511,0.82021,0.47351,1.51131,0.97485,1.53888,0.0009655,0.0009655,0.0009655
188,25460.5,1.21455,0.97285,1.32948,0.84592,0.7511,0.82004,0.47257,1.51175,0.97415,1.53932,0.00095725,0.00095725,0.00095725
189,25595.6,1.1971,0.96798,1.32044,0.84303,0.7511,0.8207,0.47355,1.51131,0.97317,1.53912,0.000949,0.000949,0.000949
190,25730.5,1.21352,0.95792,1.32257,0.84275,0.75358,0.82067,0.47302,1.51141,0.97291,1.53913,0.00094075,0.00094075,0.00094075
191,25865.6,1.21245,0.97633,1.33517,0.84469,0.75483,0.82169,0.47346,1.51109,0.97226,1.53887,0.0009325,0.0009325,0.0009325
192,26000.6,1.2051,0.96297,1.32944,0.84767,0.75325,0.82227,0.47343,1.51007,0.9721,1.53805,0.00092425,0.00092425,0.00092425
193,26135.9,1.21163,0.97489,1.32745,0.84574,0.75224,0.82157,0.47393,1.51019,0.97141,1.53827,0.000916,0.000916,0.000916
194,26271.1,1.20314,0.97358,1.32103,0.84638,0.75899,0.82322,0.47404,1.51007,0.97146,1.5385,0.00090775,0.00090775,0.00090775
195,26406.3,1.20713,0.97057,1.32421,0.84135,0.75989,0.8229,0.47409,1.50974,0.97123,1.53826,0.0008995,0.0008995,0.0008995
196,26541.4,1.2012,0.95603,1.31867,0.84129,0.75964,0.81995,0.47423,1.51031,0.97073,1.53885,0.00089125,0.00089125,0.00089125
197,26676.6,1.1875,0.94758,1.31206,0.84171,0.76042,0.82041,0.47443,1.51055,0.96991,1.53969,0.000883,0.000883,0.000883
198,26811.6,1.18939,0.93559,1.30711,0.84108,0.76005,0.82008,0.47407,1.51147,0.96984,1.54092,0.00087475,0.00087475,0.00087475
199,26946.6,1.18572,0.94661,1.30585,0.84074,0.75608,0.82107,0.47441,1.51123,0.97024,1.54086,0.0008665,0.0008665,0.0008665
200,27081.6,1.18197,0.94989,1.31031,0.84269,0.75862,0.8213,0.47463,1.51096,0.96871,1.54052,0.00085825,0.00085825,0.00085825
201,27217,1.18566,0.96087,1.31246,0.84437,0.75485,0.82166,0.47461,1.5116,0.96992,1.54145,0.00085,0.00085,0.00085
202,27352.1,1.19526,0.95294,1.3177,0.84449,0.75422,0.8211,0.475,1.51288,0.96871,1.54269,0.00084175,0.00084175,0.00084175
203,27487.5,1.18599,0.93478,1.31417,0.84617,0.75465,0.82156,0.47443,1.51237,0.96903,1.54249,0.0008335,0.0008335,0.0008335
204,27622.8,1.18162,0.93961,1.3007,0.84432,0.75466,0.82177,0.47404,1.51163,0.96777,1.54204,0.00082525,0.00082525,0.00082525
205,27758.2,1.18233,0.94275,1.30553,0.84529,0.75113,0.82119,0.47462,1.51228,0.9677,1.54267,0.000817,0.000817,0.000817
206,27893.2,1.18959,0.94242,1.31448,0.84624,0.75181,0.82015,0.4747,1.51224,0.96845,1.54323,0.00080875,0.00080875,0.00080875
207,28028.4,1.16218,0.914,1.28971,0.84255,0.75054,0.81956,0.47419,1.51266,0.96862,1.54448,0.0008005,0.0008005,0.0008005
208,28163.4,1.17264,0.92703,1.30659,0.83903,0.75649,0.8207,0.47452,1.51263,0.9689,1.54382,0.00079225,0.00079225,0.00079225
209,28298.5,1.17028,0.93101,1.30018,0.83825,0.75606,0.82096,0.4753,1.51366,0.96887,1.54459,0.000784,0.000784,0.000784
210,28433.5,1.17966,0.94356,1.30337,0.83697,0.75818,0.82147,0.47551,1.51329,0.96832,1.54434,0.00077575,0.00077575,0.00077575
211,28568.8,1.16069,0.9176,1.28776,0.83753,0.76119,0.82174,0.47574,1.51389,0.96825,1.54484,0.0007675,0.0007675,0.0007675
212,28704.2,1.17512,0.93303,1.2994,0.83985,0.76225,0.82451,0.47622,1.51399,0.96787,1.54474,0.00075925,0.00075925,0.00075925
213,28839.4,1.15786,0.91927,1.28805,0.83474,0.76597,0.82419,0.4755,1.51389,0.96813,1.54484,0.000751,0.000751,0.000751
214,28974.5,1.15428,0.90626,1.29283,0.84454,0.75467,0.82504,0.4764,1.51411,0.96896,1.54535,0.00074275,0.00074275,0.00074275
215,29109.8,1.15363,0.91207,1.28495,0.83683,0.76247,0.8251,0.47551,1.51338,0.96928,1.54464,0.0007345,0.0007345,0.0007345
216,29245.2,1.15882,0.92066,1.29422,0.83501,0.7636,0.82549,0.47597,1.51362,0.96771,1.54451,0.00072625,0.00072625,0.00072625
217,29380.6,1.16178,0.92089,1.29559,0.83892,0.76249,0.82598,0.47598,1.51378,0.96769,1.54464,0.000718,0.000718,0.000718
218,29515.9,1.15837,0.91258,1.2914,0.83697,0.76416,0.82727,0.47537,1.51351,0.96647,1.54458,0.00070975,0.00070975,0.00070975
219,29651.3,1.14061,0.89422,1.26969,0.83775,0.76066,0.82735,0.4757,1.51416,0.96724,1.54531,0.0007015,0.0007015,0.0007015
220,29786.5,1.14463,0.88636,1.27682,0.83403,0.76352,0.82824,0.4757,1.51399,0.96747,1.54519,0.00069325,0.00069325,0.00069325
221,29921.8,1.1386,0.89685,1.27526,0.83345,0.76574,0.8291,0.47665,1.51453,0.96719,1.5455,0.000685,0.000685,0.000685
222,30057.4,1.14066,0.88391,1.27767,0.8333,0.76272,0.82676,0.4766,1.51456,0.96694,1.54549,0.00067675,0.00067675,0.00067675
223,30192.7,1.1414,0.89368,1.27936,0.8317,0.76599,0.82821,0.47643,1.51403,0.96756,1.54446,0.0006685,0.0006685,0.0006685
224,30328.1,1.14019,0.89438,1.28227,0.83089,0.76599,0.82793,0.47651,1.51414,0.96752,1.54472,0.00066025,0.00066025,0.00066025
225,30463.5,1.1327,0.88946,1.27143,0.82856,0.76891,0.82822,0.47659,1.5144,0.96861,1.54583,0.000652,0.000652,0.000652
226,30598.7,1.12707,0.88499,1.26966,0.82707,0.76842,0.8283,0.47597,1.51506,0.96899,1.54604,0.00064375,0.00064375,0.00064375
227,30734.2,1.13314,0.88293,1.27845,0.8275,0.7683,0.82752,0.47631,1.51577,0.97001,1.54678,0.0006355,0.0006355,0.0006355
228,30872.3,1.12789,0.88425,1.26717,0.82979,0.7673,0.82866,0.47663,1.51527,0.97083,1.5467,0.00062725,0.00062725,0.00062725
229,31007.6,1.12879,0.88467,1.27189,0.82967,0.76975,0.8292,0.47642,1.51534,0.96979,1.54704,0.000619,0.000619,0.000619
230,31142.8,1.12387,0.88353,1.27197,0.82989,0.77026,0.82929,0.47676,1.51627,0.96892,1.5473,0.00061075,0.00061075,0.00061075
231,31278.2,1.13054,0.87656,1.2663,0.83041,0.77121,0.82943,0.47713,1.51649,0.96897,1.5478,0.0006025,0.0006025,0.0006025
232,31413.5,1.11656,0.86072,1.26154,0.82901,0.77301,0.82932,0.47651,1.51645,0.96832,1.54803,0.00059425,0.00059425,0.00059425
233,31548.8,1.12201,0.87333,1.26609,0.82955,0.77234,0.82922,0.47644,1.51713,0.96715,1.54859,0.000586,0.000586,0.000586
234,31683.9,1.11859,0.87356,1.26455,0.8306,0.77126,0.8295,0.47712,1.51734,0.96636,1.54913,0.00057775,0.00057775,0.00057775
235,31819,1.129,0.88233,1.25866,0.83168,0.77198,0.83008,0.47736,1.51785,0.96551,1.55001,0.0005695,0.0005695,0.0005695
236,31954.3,1.11215,0.85989,1.25864,0.8319,0.77222,0.83022,0.47702,1.51896,0.96507,1.55054,0.00056125,0.00056125,0.00056125
237,32089.6,1.11794,0.86305,1.25551,0.83241,0.77177,0.83044,0.47768,1.51874,0.9647,1.55061,0.000553,0.000553,0.000553
238,32224.7,1.10148,0.85435,1.24784,0.83382,0.77131,0.83012,0.47803,1.51883,0.96495,1.55077,0.00054475,0.00054475,0.00054475
239,32360,1.11311,0.86507,1.25091,0.83198,0.77343,0.82955,0.47886,1.52003,0.96453,1.55151,0.0005365,0.0005365,0.0005365
240,32495.2,1.10252,0.86041,1.24838,0.83367,0.77317,0.83013,0.47845,1.51917,0.96553,1.55039,0.00052825,0.00052825,0.00052825
241,32630.3,1.11772,0.8617,1.25478,0.83375,0.77399,0.8295,0.47872,1.51983,0.96679,1.55073,0.00052,0.00052,0.00052
242,32765.4,1.10983,0.85438,1.25033,0.83319,0.77451,0.82928,0.47863,1.52007,0.966,1.55125,0.00051175,0.00051175,0.00051175
243,32900.5,1.09248,0.84318,1.24313,0.8343,0.77468,0.8292,0.47817,1.52052,0.96477,1.55194,0.0005035,0.0005035,0.0005035
244,33035.7,1.10136,0.86233,1.24721,0.83257,0.77523,0.82875,0.47848,1.51968,0.96274,1.55137,0.00049525,0.00049525,0.00049525
245,33171.1,1.08709,0.84018,1.23938,0.83322,0.77354,0.82646,0.47811,1.52064,0.96263,1.55209,0.000487,0.000487,0.000487
246,33306.2,1.10473,0.8624,1.2544,0.83299,0.7747,0.82677,0.47865,1.52165,0.96249,1.55254,0.00047875,0.00047875,0.00047875
247,33441.2,1.10408,0.85726,1.25416,0.83419,0.77224,0.82666,0.47864,1.52188,0.96313,1.55276,0.0004705,0.0004705,0.0004705
248,33576.1,1.0949,0.85679,1.24439,0.83316,0.77224,0.82671,0.47888,1.52154,0.96222,1.55243,0.00046225,0.00046225,0.00046225
249,33711.3,1.08313,0.83678,1.23407,0.83501,0.77169,0.82638,0.47809,1.52216,0.96258,1.55288,0.000454,0.000454,0.000454
250,33846.3,1.09292,0.85426,1.25033,0.83431,0.77222,0.8264,0.47855,1.52215,0.96173,1.553,0.00044575,0.00044575,0.00044575
251,33981.4,1.0943,0.85336,1.24265,0.83749,0.77222,0.82644,0.47885,1.52298,0.96053,1.55404,0.0004375,0.0004375,0.0004375
252,34116.8,1.08367,0.8424,1.23646,0.83426,0.77377,0.82659,0.47864,1.52327,0.96008,1.55443,0.00042925,0.00042925,0.00042925
253,34251.9,1.09773,0.83796,1.24243,0.83429,0.77377,0.82701,0.47854,1.52314,0.9609,1.55447,0.000421,0.000421,0.000421
254,34387.1,1.08617,0.8431,1.23899,0.83369,0.77425,0.82708,0.47862,1.52231,0.95962,1.5539,0.00041275,0.00041275,0.00041275
255,34522.4,1.08703,0.8447,1.23655,0.83244,0.77372,0.82699,0.4783,1.52241,0.95948,1.55411,0.0004045,0.0004045,0.0004045
256,34657.6,1.07962,0.8268,1.22406,0.83398,0.77358,0.82725,0.47849,1.52256,0.95928,1.55408,0.00039625,0.00039625,0.00039625
257,34792.7,1.07993,0.82828,1.23324,0.83545,0.77345,0.82754,0.4789,1.52288,0.96025,1.55408,0.000388,0.000388,0.000388
258,34927.9,1.07648,0.83038,1.22998,0.83575,0.77097,0.82777,0.47901,1.52261,0.9604,1.55386,0.00037975,0.00037975,0.00037975
259,35063.2,1.07625,0.83512,1.23008,0.83647,0.77097,0.82756,0.47947,1.52253,0.9615,1.55428,0.0003715,0.0003715,0.0003715
260,35198.7,1.06839,0.82671,1.23033,0.83426,0.77097,0.82816,0.4795,1.52248,0.96039,1.55446,0.00036325,0.00036325,0.00036325
261,35333.9,1.07261,0.83263,1.23659,0.83514,0.76985,0.82697,0.47989,1.52201,0.96027,1.55438,0.000355,0.000355,0.000355
262,35469.1,1.07376,0.82825,1.22484,0.83582,0.77125,0.82646,0.4796,1.52289,0.96001,1.55434,0.00034675,0.00034675,0.00034675
263,35604.2,1.0687,0.82599,1.23139,0.83589,0.77219,0.82711,0.4797,1.52282,0.95958,1.55477,0.0003385,0.0003385,0.0003385
264,35738.5,1.05873,0.80341,1.22555,0.83437,0.7722,0.82658,0.47943,1.52309,0.95875,1.55504,0.00033025,0.00033025,0.00033025
265,35872.9,1.06041,0.81936,1.21864,0.83419,0.77345,0.828,0.47979,1.52341,0.95799,1.55555,0.000322,0.000322,0.000322
266,36007.3,1.06369,0.83034,1.22774,0.83374,0.77345,0.82736,0.47974,1.52395,0.95824,1.55603,0.00031375,0.00031375,0.00031375
267,36141.6,1.07065,0.82246,1.22928,0.82975,0.77468,0.82757,0.48007,1.52416,0.95756,1.55644,0.0003055,0.0003055,0.0003055
268,36276.1,1.06244,0.81488,1.22453,0.83145,0.77566,0.82898,0.48002,1.52389,0.95849,1.55688,0.00029725,0.00029725,0.00029725
269,36410.4,1.06069,0.8215,1.21985,0.83087,0.77579,0.82909,0.48069,1.52487,0.95837,1.55753,0.000289,0.000289,0.000289
270,36545.4,1.06353,0.81747,1.22603,0.83086,0.77485,0.82926,0.48127,1.52444,0.95644,1.55711,0.00028075,0.00028075,0.00028075
271,36680.7,1.06145,0.81675,1.228,0.83286,0.77399,0.82951,0.48131,1.52495,0.95628,1.55743,0.0002725,0.0002725,0.0002725
272,36815.5,1.04872,0.80651,1.21367,0.83562,0.77472,0.83206,0.48197,1.52533,0.9548,1.55797,0.00026425,0.00026425,0.00026425
273,36949.9,1.0472,0.80724,1.21506,0.83529,0.7749,0.8324,0.48186,1.52543,0.95356,1.55853,0.000256,0.000256,0.000256
274,37084.3,1.04244,0.79997,1.2088,0.83809,0.77772,0.83355,0.48272,1.52574,0.95451,1.55907,0.00024775,0.00024775,0.00024775
275,37219.4,1.06419,0.81475,1.22612,0.83693,0.77759,0.83365,0.48232,1.52581,0.95482,1.55945,0.0002395,0.0002395,0.0002395
276,37354.2,1.05241,0.80791,1.21864,0.83519,0.77591,0.83378,0.48256,1.52607,0.95349,1.55999,0.00023125,0.00023125,0.00023125
277,37489.4,1.05342,0.79936,1.21526,0.83762,0.77591,0.83393,0.48204,1.52652,0.95306,1.5603,0.000223,0.000223,0.000223
278,37624.4,1.04076,0.79509,1.21481,0.8363,0.77591,0.83402,0.48261,1.52675,0.95308,1.56077,0.00021475,0.00021475,0.00021475
279,37759.4,1.05253,0.81216,1.21546,0.83566,0.77604,0.8338,0.48241,1.52509,0.9546,1.55955,0.0002065,0.0002065,0.0002065
280,37894.1,1.04825,0.80472,1.21814,0.83703,0.77681,0.83494,0.48347,1.52563,0.95411,1.56034,0.00019825,0.00019825,0.00019825
281,38029.2,1.05438,0.81195,1.21625,0.83648,0.77528,0.83455,0.4834,1.52593,0.9535,1.56061,0.00019,0.00019,0.00019
282,38164.1,1.03602,0.78587,1.20596,0.83375,0.77262,0.8314,0.483,1.52594,0.95424,1.56148,0.00018175,0.00018175,0.00018175
283,38299.2,1.03674,0.80209,1.21157,0.83479,0.77541,0.83371,0.48344,1.52542,0.95324,1.56123,0.0001735,0.0001735,0.0001735
284,38434.2,1.04588,0.80219,1.21876,0.83311,0.77355,0.83443,0.48367,1.52707,0.95482,1.56256,0.00016525,0.00016525,0.00016525
285,38569.3,1.04276,0.80292,1.21747,0.83351,0.77032,0.83222,0.48362,1.52685,0.95405,1.56297,0.000157,0.000157,0.000157
286,38704.3,1.04698,0.79456,1.21471,0.83292,0.77139,0.8324,0.48322,1.52669,0.95384,1.56311,0.00014875,0.00014875,0.00014875
287,38842,1.03114,0.78417,1.20407,0.83249,0.76982,0.83256,0.48325,1.5268,0.95346,1.56348,0.0001405,0.0001405,0.0001405
288,38977.2,1.04168,0.79975,1.2077,0.834,0.76975,0.83275,0.48389,1.52767,0.95465,1.56404,0.00013225,0.00013225,0.00013225
289,39112.7,1.0357,0.79091,1.21097,0.83534,0.77295,0.83329,0.48364,1.52768,0.95457,1.56461,0.000124,0.000124,0.000124
290,39247.8,1.03793,0.79493,1.20768,0.83213,0.77206,0.83232,0.48354,1.52762,0.95403,1.56489,0.00011575,0.00011575,0.00011575
291,39382.6,0.79695,0.45801,1.04753,0.83325,0.77204,0.83236,0.48337,1.52802,0.95423,1.56557,0.0001075,0.0001075,0.0001075
292,39516.7,0.79621,0.45616,1.04734,0.83319,0.77245,0.8324,0.48314,1.52821,0.95484,1.5657,9.925e-05,9.925e-05,9.925e-05
293,39650.7,0.79213,0.45497,1.04194,0.83227,0.77266,0.83236,0.48285,1.528,0.95474,1.56653,9.1e-05,9.1e-05,9.1e-05
294,39784.6,0.79409,0.4526,1.0453,0.83266,0.77254,0.83252,0.48424,1.52792,0.95451,1.56654,8.275e-05,8.275e-05,8.275e-05
295,39918.5,0.7875,0.4486,1.03971,0.8332,0.77166,0.83247,0.4845,1.52845,0.95476,1.56804,7.45e-05,7.45e-05,7.45e-05
296,40052.6,0.78904,0.44695,1.04373,0.83194,0.77264,0.83285,0.4848,1.52878,0.95686,1.56849,6.625e-05,6.625e-05,6.625e-05
297,40186.5,0.78074,0.44998,1.0316,0.83122,0.77292,0.83299,0.48484,1.52891,0.95672,1.56887,5.8e-05,5.8e-05,5.8e-05
298,40320.6,0.78237,0.44909,1.04057,0.83312,0.77294,0.83258,0.48433,1.52907,0.95765,1.56937,4.975e-05,4.975e-05,4.975e-05
299,40454.5,0.78328,0.44837,1.04023,0.83452,0.77242,0.83335,0.48459,1.52867,0.9578,1.56937,4.15e-05,4.15e-05,4.15e-05
300,40588.4,0.78374,0.44715,1.03629,0.83329,0.77214,0.83387,0.48441,1.52898,0.95874,1.56985,3.325e-05,3.325e-05,3.325e-05
